Record ID,Created on,Created by,Edited on,Edited by,Company Name,Short Name,Phone,Fax,Email,Web address,Group,Permission,Address 1,Address 2,City,Country,Zone,Postal Code,Tax ID,Dynamics ID,Description
4482,1/2/2017 17:05,Auto Import,,,Golub  Dejan,,,,,,Vendor,Public,,,Hamburg,Germany,,,,8070116,
5477,12/4/2019 17:41,Georgi Hristov,,,Golubev  Daniil,,,,,,Vendor,Public,,,,Russia,,,,5000106,
6070,12/4/2019 17:42,Georgi Hristov,,,Gonchar  Igor,,,,,,Vendor,Public,,,,Ukraine,,,,5000843,
5664,12/4/2019 17:41,Georgi Hristov,,,Goncharenko  Yuriy,,,,,,Vendor,Public,,,,Ukraine,,,,5000377,
2486,18/12/2015 23:31,Georgi Hristov,,,GOOD FACE Marine Services,,,,,,Vendor,Public,Elgomhoria St,Elbarid Bldg  Office No 10,Port Said,Egypt,,,,8070096,
8536,23/3/2025 22:30,Marc Iaconis,,,GOODWILL TECHNICAL SERVICES,GTS,+65 68113466,,giri@gtspl.org,,Technical Inspections Vendor,Public,Cho Chu Kang St 51  #04-76,,Singapore,Singapore,,680516,,,NIIGATA ENGINES AUTOMATIONS- HEALTH CHECKS-SCALING-CALIBRATION
8537,24/3/2025 15:31,Janine Kleiber,,,GOODWILL TECHNICAL SERVICES Pte. Ltd,GTS,0065 96697569,,info@gtspl.org,,Vendor,Public,Blk516 #04-76,Choa Chu Kang St 51,,Singapore,,680516,,,
2460,18/12/2015 23:31,Georgi Hristov,8/11/2019 10:45,Nicole Eggers,Göpfert AG,,0481 903 0,0481 903 90,info@goepfert-maritime-systems.com,,Vendor,Public,Industriestr.,,Weddingstedt,Germany,,25795,,8070011,
5904,12/4/2019 17:42,Georgi Hristov,,,Gorb  Oleksandr,,,,,,Vendor,Public,,,,Ukraine,,,,5000617,
6102,12/4/2019 17:42,Georgi Hristov,,,Gorbatenko  Artem,,,,,,Vendor,Public,,,,Russia,,,,5001201,
6788,15/4/2020 16:45,Auto Import,,,Gorbatyuk  Kostyantyn,,,,,,Vendor,Public,,,,Ukraine,,,,5000910,
5834,12/4/2019 17:42,Georgi Hristov,,,Gorbenko  Kostyantyn,,,,,,Vendor,Public,,,,Ukraine,,,,5000547,
6986,17/3/2021 14:55,Auto Import,,,Görg - Rechtsanwälte,,+49-385-558 54-14,,,,Vendor,Public,August-Bebel-Str. 4,,Schwerin,Germany,,19055,,8078015,
7583,6/3/2024 22:38,Georgi Hristov,,,Görg Partnerschaft von Rechtsanwälten mbB,,+49 421 322649 0,,,,Customer,Public,Oberstr. 2 - 12,,Bremen,Germany,,28195,,1000610,
690,18/12/2015 23:27,Georgi Hristov,,,Görmer GmbH,,0421 6492 40,0421 6492 440,mail@goermer-kloska.de,,Vendor,Public,Adam-Opel-Str. 13,,Bremen,Germany,,28237,,8000635,
5944,12/4/2019 17:42,Georgi Hristov,,,Gorshkov  Artur Kornilievich,,,,,,Vendor,Public,,,,Ukraine,,,,5000657,
5810,12/4/2019 17:41,Georgi Hristov,,,Gorshkov  Sergey,,,,,,Vendor,Public,,,,Russia,,,,5000523,
5485,12/4/2019 17:41,Georgi Hristov,,,Gorshkov  Vitaly,,,,,,Vendor,Public,,,,Russia,,,,5000114,
662,18/12/2015 23:27,Georgi Hristov,,,Gossler  Gobert & Wolters,,040/328101-0,040/328101-77,hamburg@ggw.de,,Vendor,Public,Chilehaus B ,Fischertwiete 1,Hamburg,Germany,,20095,,8000606,
697,18/12/2015 23:27,Georgi Hristov,,,Gößling  Andreas,,0611 1 47 43 16,0611 1 47 43 17,,,Vendor,Public,Freudenbergstraße 182,,Wiesbaden,Germany,,65201,,8000642,
7201,15/3/2022 15:37,Auto Import,,,Gothaer Allgemeine Versicherung AG,,,,,,Vendor,Public,Gothaer Allee 1,,Köln,Germany,,50868,,8078020,
2458,18/12/2015 23:31,Georgi Hristov,,,Gottberg  Jan-Philip,,,,,,Vendor,Public,Grindelberg 63,,Hamburg,Germany,,20144,,8070009,
895,18/12/2015 23:28,Georgi Hristov,,,Gottschall  Britta (ehem.Jahn),,,,,,Vendor,Public,,,,Germany,,,,8000881,
4681,1/2/2017 17:09,Auto Import,,,Governor Services Australia,,,,service@govtec.com,,Vendor,Public,,,,Australia,,,,9002483,
5545,12/4/2019 17:41,Georgi Hristov,,,Govor  Alexandr,,,,,,Vendor,Public,,,,Russia,,,,5000254,
2452,18/12/2015 23:31,Georgi Hristov,,,GP Shipping,,,,,,Vendor,Public,Able House  Billingham Reach Industrial Estate,Billingham,Stockton-on-Tees,United Kingdom,,TS23 1PX,,8070003,
8317,14/5/2024 9:29,Dennis Yu,14/5/2024 9:46,Dennis Yu,GPS Marine (Imp & Exp) Co. Pte Ltd,GPS Marine,+65 6863 1163,+65 6863 2663,sales@gpsmarine.com.sg,https://www.gpsmarine.com.sg/,Vendor,Public,8 Joo Koon Circle,,,Singapore,,629040,,,
4682,1/2/2017 17:09,Auto Import,,,Grace Fire,,+ 65 9880 4812 (Desmond),,gracefiresafety@singnet.com.sg,,Vendor,Public,20 Woodlands Link  #06-26  Singapore 738,,,Singapore,,,,9002484,
7579,6/3/2024 22:38,Georgi Hristov,,,Graf von Westphalen  Matthias,,,,,,Customer,Public,Centralverwaltung / Laer 3,,Meschede,Germany,,59872,,1000606,
8767,8/1/2026 12:27,Hareesh Babu,,,Graffin Global Services,,2.34815E+12,,info@graffinglobal.com,,Vendor,Public,Plot 3 Welobi close  Happy Street  Rukpokwu  Port Harcourt,,,Nigeria,,,,,
704,18/12/2015 23:27,Georgi Hristov,,,Gragert Stamer Partnerschaft von Rechtsanwälten,,,,,,Vendor,Public,Jungfernstieg 38,,Hamburg,Germany,,20354,,8000650,
8807,5/2/2026 13:49,Eirini Naki,,,Graham Gruppe Limited,,,,sales@grahamgruppe.com.gh,,Vendor,Public,,,,Ghana,,,,,
4341,27/1/2017 12:59,Auto Import,,,Grampelhuber Gesellschaft m.b.h.,,,,,,Vendor,Public,Koaserbauerstr. 18,,Gmunden/Austria,Austria,,A-4810,,8070112,
4481,1/2/2017 17:05,Auto Import,,,Grand Bahama Shipyard Limited,,,,,,Vendor,Public,The Fishing Hole Road,P.O.Box F-42623,Freeport  Grand Bahama Bahamas,United States of America,,,,8070115,
6547,20/6/2019 12:59,Auto Import,,,GRANELSA,COMPANIA GUATEMALTECA DE TERMINALES A GRANEL S.A.,,,,,Vendor,Public,,,GUATEMALA,Guatemala,,,,90029036,
703,18/12/2015 23:27,Georgi Hristov,,,Graphik-Kabinett,,,,,,Vendor,Public,Poststrasse 14-16,,Hamburg,Germany,,20354,,8000649,
7185,1/2/2022 14:41,Auto Import,,,Graßmann  Karin,,,,,,Vendor,Public,,,,,,,,8078019,
740,18/12/2015 23:27,Georgi Hristov,,,Grassy  Manuel,,,,,,Vendor,Public,,,,Germany,,,,8000687,
5320,12/2/2019 16:23,Georgi Hristov,,,GRAVANS MARINE SERVICES.,,-705794226,-723424562,,,Vendor,Public,P.O.BOX 16514 – 80100,,Mombasa,Kenya,,,,8070119,
6063,12/4/2019 17:42,Georgi Hristov,,,Grazhdan  Kyrylo,,,,,,Vendor,Public,,,,Ukraine,,,,5000836,
699,18/12/2015 23:27,Georgi Hristov,,,Great Circle Line Co. LLC,,3371199,3370577,,,Vendor,Public,Post Box 2506,,Dubai,United Arab Emirates,,,,8000644,
6250,12/4/2019 17:43,Georgi Hristov,,,Great East Forex,,,,,,Vendor,Public,,,,,,,,8070126,
6251,12/4/2019 17:43,Georgi Hristov,,,Great East Forex,,6339 2828,6334 2013,gef@greateastforex.com,,Vendor,Public,101 Beach Road,#02-02 the 101,Singapore,Singapore,,189703,,8078004,
7826,6/3/2024 22:38,Auto Import,,,Great Hero Holdings Limited,,,,,,Customer,Public,Room 3206  32nd Floor,Lippo Centre Tower Two,Hong Kong,China,,N° 89 QUEENSWAY,,1001906,
2490,18/12/2015 23:31,Georgi Hristov,,,GREAT SUCCESS MARINE SERVICES CO.  LTD.,,+86-532-84462536 ,-80984292,marine@g-smarine.com,,Vendor,Public,Rm.2404  No.1 building  Zhouting Plaza  No.666,Jiangshan Nan Road Huangdao district ,Qingdao,China,,266555,,8070100,
6153,12/4/2019 17:42,Georgi Hristov,,,GREATSUN MARITIME SERVICES CO. LTD SHANGHAI,,,,,,Vendor,Public,ROOM 202  1ST BULDING   No 537 Jujuaqiao Rd,,,China,,200136,,8000470,
5622,12/4/2019 17:41,Georgi Hristov,,,Grechanyi  Ievgen,,,,,,Vendor,Public,,,,Ukraine,,,,5000335,
5706,12/4/2019 17:41,Georgi Hristov,,,Grechanyi  Oleksandr Vasylyovych,,,,,,Vendor,Public,,,,Ukraine,,,,5000419,
7091,19/8/2021 11:25,Auto Import,,,Grechuk Ievgen,,,,,,Vendor,Public,,,,Ukraine,,,,5001220,
93,24/6/2014 13:04,Georgi Hristov,18/12/2015 23:34,Georgi Hristov,Green Bay Shipping Ltd.,,,,,,Vendor,Public,,,Cyprus,Cyprus,,3105,,9002278,
683,18/12/2015 23:27,Georgi Hristov,,,Green Grove Shipping Ltd,,,,,,Vendor,Public,,,,Cyprus,,,,8000628,
97,24/6/2014 13:04,Georgi Hristov,,,Green Grove Shipping Ltd.,,,,,,---,Public,,,,Germany,,,,,
7574,6/3/2024 22:38,Georgi Hristov,,,Green Grove Shipping Ltd.,,,,,,Customer,Public,,,,Cyprus,,,,1000601,
6794,4/5/2020 13:25,Federico Schulz,12/5/2020 9:47,Federico Schulz,Green Instruments A/S,,+45 96 45 45 00,+45 96 45 45 01,sales@greeninstruments.com,https://greeninstruments.com/,Vendor,Public,Erhvervsparken 29,,Brønderslev,Denmark,,9700,,8078012,
680,18/12/2015 23:27,Georgi Hristov,,,Green Island Ship Chandlers,,211.6523014,212.0181227,green@ikenya.com,,Vendor,Public,P.O. Box 88244,,Mombasa,Kenya,,,,8000625,
8387,23/9/2024 11:50,Auto Import,,,Greencare Pest Control and Cleaning Pte Ltd,,6970 0205,,enquiry@greencare.com.sg,,Vendor,Public,5008 Ang Mo Kio Ave 5 Tech Place II,,Singapore,Singapore,,569874,,9029256,
8805,5/2/2026 12:05,Eirini Naki,,,Greenwood Supply Services,,,,Akwasi@gss.com.gh,,Vendor,Public,,,,Ghana,,,,,
4207,1/2/2016 16:44,Auto Import,,,Gresham Carat Hotel,,,,,,Vendor,Public,Sieldeich 5-7,,Hamburg,Germany,,20539,,8078001,
5482,12/4/2019 17:41,Georgi Hristov,,,Gribkov  Andrei,,,,,,Vendor,Public,,,,Estonia,,,,5000111,
5538,12/4/2019 17:41,Georgi Hristov,,,Grigorian  Darius,,,,,,Vendor,Public,,,,Romania,,,,5000247,
8810,6/2/2026 11:43,Auto Import,,,Grimm u. Wulff Anlagen-,und Systembau GmbH,,,,,Vendor,Public,An der Reitbahn 13,,Seevetal,Germany,,21218,,8078023,
7329,14/2/2023 15:31,Auto Import,11/6/2026 15:34,Eirini Naki,Grimm und Wulff,Anlagen- und Systembau GmbH,Tel.:     +49 (0) 4105 59967 29,,Sales@anlagen-systembau.de,www.anlagen-systembau.de,Vendor,Public,An der Reitbahn 13,,Seevetal,Germany,,D-21218,,,
8803,4/2/2026 15:03,Eirini Naki,4/2/2026 15:04,Eirini Naki,Grimm und Wulff (partnership in Servicing and Spare Parts with ROCHEM Water Treatment GmbH),Anlagen- und Systembau GmbH,+49 (0) 4105 59967 29,,sales@anlagen-systembau.de,,Vendor,Public,An der Reitbahn 13,D-21218 Seevetal,,Germany,,,,,
7585,6/3/2024 22:38,Georgi Hristov,,,Grimm  Olav W.,,,,,,Customer,Public,Altonaer Chaussee 91,,Schenefeld,Germany,,22869,,1000612,
5440,12/4/2019 17:41,Georgi Hristov,,,Grishechkin  Viacheslav,,,,,,Vendor,Public,,,,Russia,,,,5000067,
8261,30/3/2024 23:06,Auto Import,,,Gromex GmbH,,,,,,Vendor,Public,Ferdinand-Harten Straße 15,,Ammersbek,Germany,,22949,,8000669,
722,18/12/2015 23:27,Georgi Hristov,30/4/2021 7:34,Nicole Eggers,Gromex GmbH,,,,mail@gromex.de,,Vendor,Public,Ferdinand-Harten Straße 15,,Ammersbek,Germany,,22949,,,
4683,1/2/2017 17:09,Auto Import,,,GROMEX GmbH ? Metropolregion Hamburg,,,,MGarten@gromex.de,,Vendor,Public,,,,Germany,,,,9002485,
748,18/12/2015 23:27,Georgi Hristov,,,Grone Wirtschaftsakademie GmbH,,,,,,Vendor,Public,Heinrich-Grone-Stieg 4,,Hamburg,Germany,,20097,,8000695,
672,18/12/2015 23:27,Georgi Hristov,,,Gröninger Privatbrauerei,,33 13 81,32 38 40,,,Vendor,Public,Ost-West-Straße 47,,Hamburg,Germany,,20457,,8000616,
674,18/12/2015 23:27,Georgi Hristov,,,Gropper Film Productions GmbH,,,,,,Vendor,Public,Landwehstraße 1A,,Darmstadt,Germany,,64293,,8000618,
7163,8/12/2021 9:44,Auto Import,,,Grossmann & Berger GmbH,,,,,,Vendor,Public,Bleichenbrücke 9,,Hamburg,Germany,,20354,,8078017,
738,18/12/2015 23:27,Georgi Hristov,,,Grothe LoadTec,,,,,,Vendor,Public,Am Langenorth 5,,Loxstedt,Germany,,27612,,8000685,
4321,27/1/2017 12:58,Auto Import,,,Grozov  Oleksandr,,,,,,Vendor,Public,,,,Ukraine,,,,5000028,
3797,18/12/2015 23:34,Georgi Hristov,14/1/2020 8:29,Federico Schulz,GRUNDFOS GMBH,,+49 211 92969 3830,+49 211 92969-3399,industrietechnik@sales.grundfos.com,www.grundfos.de,Vendor,Public,Schlüterstrasse 33,,Erkrath,Germany,,40699,,9001453,
698,18/12/2015 23:27,Georgi Hristov,,,Grundfos Singapore PTE LTD,,+65 68651222,+65 68616593,,,Vendor,Public,24 Tuas West Road,,Singapore,Singapore,,638381,,8000643,
675,18/12/2015 23:27,Georgi Hristov,,,Gründl Bootsimport,,040 - 55 66 911,0405566621,,,Vendor,Public,Nordring 1,,Bönningstedt,Germany,,25474,,8000619,
6987,17/3/2021 17:16,Auto Import,,,GRUPPO JFG LDA,,,,,,Vendor,Public,,,Maputo,Mozambique,,,,90029080,
5885,12/4/2019 17:42,Georgi Hristov,,,Grydenyuk Maksym,,,,,,Vendor,Public,,,,Ukraine,,,,5000598,
7991,6/3/2024 22:38,Auto Import,,,GSL Valerie - Global Ship Lease 26 Limited,Portland House  London SW1E 5RS  UK,,,,,Customer,Public,c/o Thomas Schulte Ship Management GmbH & Co.KG,Domstrasse 17,Hamburg,Germany,,20095,,2000065,
6888,2/11/2020 9:08,Auto Import,,,GSR Services GmbH,Auf dem Brink 1,+49 (0)4135 31789 - 50,+49 (0)4135 31789 - 62,info@gsr-services.com,,Vendor,Public,,,Suedergellersen,Germany,,21394,,8078014,
2487,18/12/2015 23:31,Georgi Hristov,,,GTI Nord medicare GmbH,,,,,,Vendor,Public,Hermann-Buck-Weg 1,,Hamburg,Germany,,22309,,8070097,
6249,12/4/2019 17:43,Georgi Hristov,,,GTL Agencies (M) Sdn Bhd,,(60)3-31015131/5133,(60) 3-31015132,,,Vendor,Public,Lot 17  Jalan Perigi Nenas 7/4 Selection 7,Taman Perindustrian Indah Fasa 1,Port Klang  Selangor Darul Ehs,Malaysia,,42920,,8070124,
4684,1/2/2017 17:09,Auto Import,,,GTL Agencies (M) Sdn Bhd Malaysia,,+6012 - 309 6167,,opspkg@GTL.com.sg,,Vendor,Public,,,,Malaysia,,,,9002486,
4685,1/2/2017 17:09,Auto Import,,,GTL Agencies (M) Sdn Bhd Singapore,,+65 6515 3205+65 9677 2297,+65 6233 9425,OPS@GTL.COM.SG,,Vendor,Public,10 Bukit Batok Crescent,,Singapore 658079,Singapore,,#10-05B  THE SPIRE,,9002487,
6248,12/4/2019 17:43,Georgi Hristov,,,GTL Agencies (Malaysia) Sdn Bhd,(As Agent Only: Sarjak Container Lines Pvt Ltd),+60 3 3318 6703 / 7703 ,+60 3 3319 8703 ,accountspkg@gtl.com.sg,,Vendor,Public,C-3-11  Lebuh Batu Nilam 2 ,Bandar Bukit Tinggi  Klang,Selangor Darul Ehsan,Malaysia,,41200,,8070121,
2497,18/12/2015 23:31,Georgi Hristov,,,GTL Agencies (S) Pte.Ltd.,,,,,,Vendor,Public,,,Singapore,Singapore,,,,8070107,
4686,1/2/2017 17:09,Auto Import,,,GTL Agencies (Thailand) Co Ltd,,,,opslcb@gtl.com.sg,,Vendor,Public,The Best Laem Chabang Village,,Chonburi  Thailand,Thailand,,THUNG-SUKKLA  SRIRAC,,9002488,
6673,19/11/2019 8:00,Auto Import,,,GTS Shipmanagement GmbH & Co.K,,,,,,Vendor,Public,,,Bremen,Germany,,,,8078009,
6865,20/10/2020 12:34,Admin Account,,,GTS Turbo Ltd. Istanbul,,+90 216 591 07 23,,,,Vendor,Public,Aydinli Sb.,,Tuzla/ Istanbul,Turkey,,34956,,8078013,
2453,18/12/2015 23:31,Georgi Hristov,,,Guangdong Longshan Environmental,,,,,,Vendor,Public,,,Shekou,China,,,,8070004,
717,18/12/2015 23:27,Georgi Hristov,,,Guangzhou China Shipp.Telecom,,,,,,Vendor,Public,Floor 29th 308 Binjiang zhong,road,guangzhou,China,,510220,,8000663,
714,18/12/2015 23:27,Georgi Hristov,,,Guangzhou Dockyards Co.  Ltd.,,0086 20 82375271,0086 20 82381266,,,Vendor,Public,No.3 Wenchuan Road  Huangpu,,Guangzhou,China,,,,8000660,
708,18/12/2015 23:27,Georgi Hristov,,,GuangZhou Huangpu Ocean,,+86 20 8227 8054,+86 20 8227 6544,,,Vendor,Public,Room 310  Port Building  587,Jinggang Road Nansha,Guangdong Province,China,,GUANGZHOU  511457,,8000654,
718,18/12/2015 23:27,Georgi Hristov,,,Guangzhou Rabara Shipping,,,,,,Vendor,Public,Room 47 No 41,Lixiang Road,Guangzhou,China,,,,8000664,
749,18/12/2015 23:27,Georgi Hristov,,,Guangzhou Sea Eagle Marine Co LTD,,,,,,Vendor,Public,103/no1088  Huangpu East Road,Huangpu District,Guang Zhou,China,,510725,,8000696,
712,18/12/2015 23:27,Georgi Hristov,,,Guangzhou Seaport,,,,,,Vendor,Public,Ship Service Co. Ltd.,,,China,,,,8000658,
657,18/12/2015 23:27,Georgi Hristov,,,Guangzhou Seaport Ship Service,,,,,,Vendor,Public,No 1 datong street Mlaotou,,Guangzhou,China,,,,8000601,
103,20/8/2014 12:54,Georgi Hristov,,,Guangzhou Wenchong Shipyard,,,,,,Ship Builder Company,Public,,,,Germany,,,,,
5413,12/4/2019 17:41,Georgi Hristov,,,Guba  Andriy,,,,,,Vendor,Public,,,,Ukraine,,,,5000040,
5850,12/4/2019 17:42,Georgi Hristov,,,Gubanov  Oleksiy,,,,,,Vendor,Public,,,,Ukraine,,,,5000563,
676,18/12/2015 23:27,Georgi Hristov,,,Guillermo Domini S.R.L.,,,,,,Vendor,Public,Calle 53 No 1369,,Buenos Aires,Argentina,,,,8000621,
4182,1/2/2016 16:42,Auto Import,,,Gulf Agency Co Bahrain W.L.L,,+973 1733 9777,+973 1732 0498,,,Vendor,Public,PO BOX 412,,Manama,Bahrain,,,,8070109,
2457,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Co. (Dubai) LLC,,97148818090,97148818545,sss.ae@gac.com,,Vendor,Public,P.O. Box 17041,Jebel Alo,Dubai,United Arab Emirates,,,,8070008,
5153,30/7/2018 16:06,Georgi Hristov,,,Gulf Agency Co. (Hong Kong) LTD.,,85223147300,85223147300,shippin.hongkong@gac.com,,Vendor,Public,12/F  SML Tower,165 Hoi Bun Road,Kwun Tong  Kowloon  Hong Kong,China,,,,8078003,
2480,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Co. (Oman) LLC,,+968 26751104,,,,Vendor,Public,PO Box 81  PC:327,,Sohar,Oman,,,,8070090,
2462,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Company (Egypt) Limited,,+20-2-2268 6230,-22686020,suezcanal@gac.com,,Vendor,Public,Villa (1)  El Mosheir Ahmed Ismail St.,Sheraton Heliopolis District,Cairo,Egypt,,11799,,8070013,
2489,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Company (Fujairah) Pvt. W.L.L.,,+971 9 201 3500,+971 9 201 3500,fujairah@gac.com,,Vendor,Public,P.O. Box 590  Port of Fujairah,,Fujairah,United Arab Emirates,,,,8070099,
715,18/12/2015 23:27,Georgi Hristov,,,Gulf Agency Company Australia,,,,,,Vendor,Public,Suite 18 - 19  2 F,,Sydney,Australia,,,,8000661,
2450,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Company Saudi Arabien,,,,,,Vendor,Public,,,Jeddah,Saudi Arabia,,,,8070001,
2454,18/12/2015 23:31,Georgi Hristov,,,Gulf Agency Qatar,,+974 4420 5600,+974 4420 5601,shipaccounts.qatar@gac.com,,Vendor,Public,P.O.Box 6534,,Doha,Qatar,,,,8070005,
6455,12/4/2019 17:44,Georgi Hristov,,,GULF CIRCLE MARINE L.L.C.,,,,,,Vendor,Public,,,Dubai,United Arab Emirates,,,,90029017,
8765,6/1/2026 11:52,Auto Import,,,Gulf Coast Maritime,Supply,713-672-9308,,,,Vendor,Public,5922 Harvey Wilson Dr.,Houston TX 77020,,United States of America,,,,9029320,
692,18/12/2015 23:27,Georgi Hristov,,,Gulf Development Systems,,(9714)3243131,(9714)3243075,gds@gdsuae.ae,,Vendor,Public,Dy 151 Al Jadaf Dockyard,Po Box 224,Dubai,United Arab Emirates,,,,8000637,
729,18/12/2015 23:27,Georgi Hristov,16/7/2020 9:51,Federico Schulz,Gulf International Marine Services Company.   (Br. Of C Ships Investments LLC) - GIMSCO,GIMSCO,+971   4 4420575,+971   4 4420574,gimsco@emirates.net.ae,www.gimsco.net,Vendor,Public,TAMEEM House Building  Office No. 201  2nd Floor ,Next to Emirates NBD Bank  TECOM C  PO BOX :34046,Dubai,United Arab Emirates,,,,8000676,
5047,1/6/2017 11:47,Federico Schulz,12/11/2019 8:38,Nicole Eggers,Gulf Marine & Industrial Supplies,,+1 (713) 514 – 8010,,Service@gulfmarine.net,Texas.service@gulfmarine.net,Forwarder Vendor,Public,5801 Armour Drive,,Houston,United States of America,Texas,77020,,,
4687,1/2/2017 17:09,Auto Import,12/11/2019 8:39,Nicole Eggers,Gulf Marine & Industrial Supplies  Inc. (Houston,,,,service@gulfmarine.net,,Vendor,Public,,,,United States of America,,,,9002489,
710,18/12/2015 23:27,Georgi Hristov,12/11/2019 8:39,Nicole Eggers,Gulf Marine and Industrial,,+1 (504) 525-6252,+1 (504) 525-4761,service@gulfmarine.net,,Vendor,Public,5501 Jefferson Hwy. Suite 116,,New Orleans,United States of America,,LA 70123,,8000656,
666,18/12/2015 23:27,Georgi Hristov,5/12/2025 10:46,Eirini Naki,Gulf Marine Services,,,,operation.eu@gulf-marine.com,,Vendor,Public,El Nahad St,P. O B 474,Portsaid,Egypt,,,,8000610,
7148,8/11/2021 6:58,Auto Import,,,Gulf Marine Services Ltd,,+237 696 12 7684,,,,Vendor,Public,Po Box: 12949 Douala,,,,,,,90029113,
7111,15/9/2021 15:41,Auto Import,,,GULF MARINE SERVICES LTD.,,,,,,Vendor,Public,,,,Cameroon,,,,90029097,
8474,21/1/2025 12:15,Auto Import,13/3/2025 10:05,Georgi Hristov,Gulf Oil Marine,,+49 40 3688 128 02,,operation.eu@gulf-marine.com,,Lubs Vendor Vendor,Public,Am Sandtorkai 62,,Hamburg,Germany,,20457,,9029280,
2483,18/12/2015 23:31,Georgi Hristov,,,Gulf Power and Marine,,+966 3894 5809,+966 3898 0154,,,Vendor,Public,Aziza Street  Fowzia District,,Al-Khobar  Eastern Province,Saudi Arabia,,,,8070093,
734,18/12/2015 23:27,Georgi Hristov,,,GULF Services,,,,,,Vendor,Public,837 Hauraki Road  R.D. 4,,Thames 3574,New Zealand,,,,8000681,
6415,12/4/2019 17:44,Georgi Hristov,,,GULF SUNRISE AGENCY,,,,,,Vendor,Public,,,Houston,United States of America,,TX 77012,,9002877,
5815,12/4/2019 17:41,Georgi Hristov,,,Gulin  Drazen,,,,,,Vendor,Public,,,,Croatia,,,,5000528,
6864,20/10/2020 9:24,Federico Schulz,,,Guma Tech Marine Services,,-28446232,-28446233,info@gumatech.com,https://gumatech.com/,Vendor,Public,221  Madhav Darshan  Waghawadi Road ,,Bhavnagar,India,,364002,,,
5259,19/12/2018 11:02,Nicole Eggers,19/12/2018 11:03,Nicole Eggers,Günter,,49 2307 2606-86,,Stefan.Wolf@guentner.com,,Vendor,Public,Vertriebsbüro Nord-West,,,Germany,,,,,
6628,26/9/2019 11:30,Auto Import,,,Guozhen CHEN,China Shipbuilding Representative,0049-4101-586280,0049-4101-515991,chengz@t-online.de,,Vendor,Public,Office in Hamburg for EU,,Hamburg,Germany,,,,8078008,
5887,12/4/2019 17:42,Georgi Hristov,,,Guscin Oleg,,,,,,Vendor,Public,,,,Lithuania,,,,5000600,
6033,12/4/2019 17:42,Georgi Hristov,,,Guslyakov  Yuriy,,,,,,Vendor,Public,,,,Ukraine,,,,5000806,
5423,12/4/2019 17:41,Georgi Hristov,,,Gutiyev  Dmytro,,,,,,Vendor,Public,,,,Ukraine,,,,5000050,
687,18/12/2015 23:27,Georgi Hristov,3/3/2020 13:54,Federico Schulz,GWU Umwelttechnik GmbH,,+49 2235 95522 – 0,+49 2235 95522 – 99,Jan.Pohl@gwu-group.de,www.gwu-umwelttechnik.de,Vendor,Public,Bonner Ring 9,,Erftstadt,Germany,,50374,,8000632,
2148,18/12/2015 23:30,Georgi Hristov,,,H Clarkson and Company Ltd.,,,,,,Vendor,Public,3 Lower Thames Street,,London,United Kingdom,,EC3R 6HE,,8030035,
6898,17/11/2020 8:11,Nicole Eggers,,,H-C-B Technik,Vetretung Weigel Messtechnik,,,cb@hcb-technik.de,,Vendor,Public,Emil-Nolde-Straße 6,,Reinbek,Germany,,21465,,,
7350,11/5/2023 9:49,Auto Import,,,H. Henriksen AS,,,,,,Vendor,Public,Træleborgveien 15,,Tønsberg,Norway,,3112,,8080152,
2512,18/12/2015 23:31,Georgi Hristov,2/3/2023 15:40,Janine Kleiber,H. Hermann Ehlers GmbH,,,,verkauf@ehlers-gmbh.de,,Vendor,Public,An der Autobahn 45,,Oyten,Germany,,28876,,8080013,
4688,1/2/2017 17:09,Auto Import,,,H. Machhein GmbH,,+49 4142 812850,,mail@machhein.info,,Vendor,Public,Johann-Ropers-Trift 3,,Germany,Germany,,D 21720 GRÜNENDEICH,,9002490,
3072,18/12/2015 23:32,Georgi Hristov,,,H.A.C. Panorama Transport,,,,,,Vendor,Public,37E  Griva Digheni STreet,PO Box 58432,Limasol,Cyprus,,3734,,8160007,
6730,17/2/2020 10:45,Auto Import,,,H.CEGIELSKI - POZNAŃ S.A.,,+48 61 831 1500,,m.orlinska@hcp.com.pl,,Vendor,Public,ul. 28 Czerwca 1956 r. nr 223/229,,,Poland,,61-485,,8080137,
813,18/12/2015 23:27,Georgi Hristov,,,H.S. Hamburg Tec Supply GmbH,,4940783172,4940784315,office@hhtec.de,,Vendor,Public,Billstrasse 96,,Hamburg,Germany,,20539,,8000766,
959,18/12/2015 23:28,Georgi Hristov,,,H.U. Kosmack,,06185-81900,06185-819030,,,Vendor,Public,Vogelsbergstr. 23,,Hammersbach,Germany,,63546,,8000949,
828,18/12/2015 23:28,Georgi Hristov,,,H.W.S. Frachten GmbH,,040 73093880,040 49219333,vermittlung@hw-fracht.de,,Vendor,Public,Schönningstedter Straße 78a,,Reinbek,Germany,,21465,,8000781,
8653,23/10/2025 14:46,Eirini Naki,,,H&K Services B.V.,,,,info@hkservices.nl,,Vendor,Public,,,,Germany,,,,,
7008,15/4/2021 13:24,Auto Import,,,HA´s BALTHASAR,,,,,,Vendor,Public,,,,,,,,5100300,
